{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0672, 'n_source': 640, 'n_target': 40, 'labeled': True, 'classical': 0.26, 'supervised': 0.13, 'lipton': 'nan', 'oracle': 'nan', 'prop-target-estimate': 'nan', 'iter': 61, 'setup': 'dec-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0662, 'n_source': 1000, 'n_target': 640, 'labeled': False, 'lipton': 0.62, 'prop-target-estimate': 0.211322392557652, 'oracle': 0.22, 'classical': 'nan', 'supervised': 'nan', 'iter': 21, 'setup': 'dec-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0682, 'n_source': 1000, 'n_target': 640, 'labeled': False, 'lipton': 0.48, 'prop-target-estimate': 0.23896276595744684, 'oracle': 0.18, 'classical': 'nan', 'supervised': 'nan', 'iter': 21, 'setup': 'dec-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0653, 'n_source': 1000, 'n_target': 640, 'labeled': False, 'lipton': 0.5, 'prop-target-estimate': 0.25189768418201514, 'oracle': 0.16, 'classical': 'nan', 'supervised': 'nan', 'iter': 21, 'setup': 'dec-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0669, 'n_source': 1000, 'n_target': 640, 'labeled': False, 'lipton': 0.44, 'prop-target-estimate': 0.26826753791982666, 'oracle': 0.18, 'classical': 'nan', 'supervised': 'nan', 'iter': 21, 'setup': 'dec-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0689, 'n_source': 1000, 'n_target': 640, 'labeled': False, 'lipton': 0.53, 'prop-target-estimate': 0.2732471530720339, 'oracle': 0.21, 'classical': 'nan', 'supervised': 'nan', 'iter': 21, 'setup': 'dec-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0674, 'n_source': 1000, 'n_target': 640, 'labeled': False, 'lipton': 0.5, 'prop-target-estimate': 0.24111199063876657, 'oracle': 0.16, 'classical': 'nan', 'supervised': 'nan', 'iter': 21, 'setup': 'dec-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0634, 'n_source': 1000, 'n_target': 640, 'labeled': False, 'lipton': 0.55, 'prop-target-estimate': 0.2462141339001063, 'oracle': 0.11, 'classical': 'nan', 'supervised': 'nan', 'iter': 21, 'setup': 'dec-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0677, 'n_source': 1000, 'n_target': 640, 'labeled': False, 'lipton': 0.53, 'prop-target-estimate': 0.19588098054679284, 'oracle': 0.21, 'classical': 'nan', 'supervised': 'nan', 'iter': 21, 'setup': 'dec-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0677, 'n_source': 1000, 'n_target': 640, 'labeled': False, 'lipton': 0.46, 'prop-target-estimate': 0.2664488636363637, 'oracle': 0.19, 'classical': 'nan', 'supervised': 'nan', 'iter': 21, 'setup': 'dec-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.07, 'n_source': 1000, 'n_target': 640, 'labeled': False, 'lipton': 0.6, 'prop-target-estimate': 0.144244109947644, 'oracle': 0.25, 'classical': 'nan', 'supervised': 'nan', 'iter': 21, 'setup': 'dec-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0686, 'n_source': 1000, 'n_target': 640, 'labeled': False, 'lipton': 0.52, 'prop-target-estimate': 0.1976202928870293, 'oracle': 0.16, 'classical': 'nan', 'supervised': 'nan', 'iter': 79, 'setup': 'dec-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0687, 'n_source': 1000, 'n_target': 640, 'labeled': False, 'lipton': 0.46, 'prop-target-estimate': 0.2619928728070176, 'oracle': 0.12, 'classical': 'nan', 'supervised': 'nan', 'iter': 79, 'setup': 'dec-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0674, 'n_source': 1000, 'n_target': 640, 'labeled': False, 'lipton': 0.54, 'prop-target-estimate': 0.21978121700105593, 'oracle': 0.14, 'classical': 'nan', 'supervised': 'nan', 'iter': 79, 'setup': 'dec-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0682, 'n_source': 1000, 'n_target': 640, 'labeled': False, 'lipton': 0.57, 'prop-target-estimate': 0.20008680555555552, 'oracle': 0.2, 'classical': 'nan', 'supervised': 'nan', 'iter': 79, 'setup': 'dec-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0696, 'n_source': 1000, 'n_target': 640, 'labeled': False, 'lipton': 0.53, 'prop-target-estimate': 0.2293391719745223, 'oracle': 0.1, 'classical': 'nan', 'supervised': 'nan', 'iter': 79, 'setup': 'dec-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0642, 'n_source': 1000, 'n_target': 640, 'labeled': False, 'lipton': 0.55, 'prop-target-estimate': 0.15995678191489363, 'oracle': 0.14, 'classical': 'nan', 'supervised': 'nan', 'iter': 79, 'setup': 'dec-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0663, 'n_source': 1000, 'n_target': 640, 'labeled': False, 'lipton': 0.46, 'prop-target-estimate': 0.2763716603053435, 'oracle': 0.12, 'classical': 'nan', 'supervised': 'nan', 'iter': 79, 'setup': 'dec-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0743, 'n_source': 1000, 'n_target': 640, 'labeled': False, 'lipton': 0.56, 'prop-target-estimate': 0.23105263157894734, 'oracle': 0.21, 'classical': 'nan', 'supervised': 'nan', 'iter': 79, 'setup': 'dec-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.067, 'n_source': 1000, 'n_target': 640, 'labeled': False, 'lipton': 0.47, 'prop-target-estimate': 0.2184806034482759, 'oracle': 0.12, 'classical': 'nan', 'supervised': 'nan', 'iter': 79, 'setup': 'dec-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0627, 'n_source': 1000, 'n_target': 640, 'labeled': False, 'lipton': 0.45, 'prop-target-estimate': 0.1983270877944326, 'oracle': 0.16, 'classical': 'nan', 'supervised': 'nan', 'iter': 79, 'setup': 'dec-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0672, 'n_source': 1000, 'n_target': 320, 'labeled': False, 'lipton': 0.58, 'prop-target-estimate': 0.1508054812834225, 'oracle': 0.22, 'classical': 'nan', 'supervised': 'nan', 'iter': 54, 'setup': 'dec-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0691, 'n_source': 1000, 'n_target': 320, 'labeled': False, 'lipton': 0.47, 'prop-target-estimate': 0.22234682713347925, 'oracle': 0.13, 'classical': 'nan', 'supervised': 'nan', 'iter': 54, 'setup': 'dec-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0639, 'n_source': 1000, 'n_target': 320, 'labeled': False, 'lipton': 0.47, 'prop-target-estimate': 0.2307408896034298, 'oracle': 0.19, 'classical': 'nan', 'supervised': 'nan', 'iter': 54, 'setup': 'dec-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0634, 'n_source': 1000, 'n_target': 320, 'labeled': False, 'lipton': 0.58, 'prop-target-estimate': 0.25809431696905016, 'oracle': 0.16, 'classical': 'nan', 'supervised': 'nan', 'iter': 54, 'setup': 'dec-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0669, 'n_source': 1000, 'n_target': 320, 'labeled': False, 'lipton': 0.49, 'prop-target-estimate': 0.24292709466811752, 'oracle': 0.18, 'classical': 'nan', 'supervised': 'nan', 'iter': 54, 'setup': 'dec-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0645, 'n_source': 1000, 'n_target': 320, 'labeled': False, 'lipton': 0.55, 'prop-target-estimate': 0.2567719631236443, 'oracle': 0.21, 'classical': 'nan', 'supervised': 'nan', 'iter': 54, 'setup': 'dec-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0702, 'n_source': 1000, 'n_target': 320, 'labeled': False, 'lipton': 0.54, 'prop-target-estimate': 0.2064622124863089, 'oracle': 0.19, 'classical': 'nan', 'supervised': 'nan', 'iter': 54, 'setup': 'dec-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0675, 'n_source': 1000, 'n_target': 320, 'labeled': False, 'lipton': 0.49, 'prop-target-estimate': 0.25023597626752964, 'oracle': 0.17, 'classical': 'nan', 'supervised': 'nan', 'iter': 54, 'setup': 'dec-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0683, 'n_source': 1000, 'n_target': 320, 'labeled': False, 'lipton': 0.53, 'prop-target-estimate': 0.29222328244274814, 'oracle': 0.24, 'classical': 'nan', 'supervised': 'nan', 'iter': 54, 'setup': 'dec-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0649, 'n_source': 1000, 'n_target': 320, 'labeled': False, 'lipton': 0.68, 'prop-target-estimate': 0.13927689708939708, 'oracle': 0.22, 'classical': 'nan', 'supervised': 'nan', 'iter': 54, 'setup': 'dec-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0646, 'n_source': 6240, 'n_target': 40, 'labeled': True, 'classical': 0.31, 'supervised': 0.19, 'lipton': 'nan', 'oracle': 'nan', 'prop-target-estimate': 'nan', 'iter': 74, 'setup': 'dec-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0694, 'n_source': 1000, 'n_target': 80, 'labeled': False, 'lipton': 0.53, 'prop-target-estimate': 0.32045454545454544, 'oracle': 0.2, 'classical': 'nan', 'supervised': 'nan', 'iter': 63, 'setup': 'dec-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0681, 'n_source': 1000, 'n_target': 80, 'labeled': False, 'lipton': 0.48, 'prop-target-estimate': 0.25819283456269754, 'oracle': 0.13, 'classical': 'nan', 'supervised': 'nan', 'iter': 63, 'setup': 'dec-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0633, 'n_source': 1000, 'n_target': 80, 'labeled': False, 'lipton': 0.46, 'prop-target-estimate': 0.2902519167579408, 'oracle': 0.15, 'classical': 'nan', 'supervised': 'nan', 'iter': 63, 'setup': 'dec-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0641, 'n_source': 1000, 'n_target': 80, 'labeled': False, 'lipton': 0.57, 'prop-target-estimate': 0.25263297872340434, 'oracle': 0.22, 'classical': 'nan', 'supervised': 'nan', 'iter': 63, 'setup': 'dec-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0672, 'n_source': 1000, 'n_target': 80, 'labeled': False, 'lipton': 0.47, 'prop-target-estimate': 0.25859802847754654, 'oracle': 0.17, 'classical': 'nan', 'supervised': 'nan', 'iter': 63, 'setup': 'dec-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0672, 'n_source': 1000, 'n_target': 80, 'labeled': False, 'lipton': 0.62, 'prop-target-estimate': 0.17653167185877466, 'oracle': 0.31, 'classical': 'nan', 'supervised': 'nan', 'iter': 63, 'setup': 'dec-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0685, 'n_source': 1000, 'n_target': 80, 'labeled': False, 'lipton': 0.56, 'prop-target-estimate': 0.2219551282051282, 'oracle': 0.23, 'classical': 'nan', 'supervised': 'nan', 'iter': 63, 'setup': 'dec-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0653, 'n_source': 1000, 'n_target': 80, 'labeled': False, 'lipton': 0.5, 'prop-target-estimate': 0.18073298429319373, 'oracle': 0.2, 'classical': 'nan', 'supervised': 'nan', 'iter': 63, 'setup': 'dec-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0625, 'n_source': 1000, 'n_target': 80, 'labeled': False, 'lipton': 0.5, 'prop-target-estimate': 0.1700700431034483, 'oracle': 0.11, 'classical': 'nan', 'supervised': 'nan', 'iter': 63, 'setup': 'dec-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0691, 'n_source': 1000, 'n_target': 80, 'labeled': False, 'lipton': 0.39, 'prop-target-estimate': 0.28823529411764715, 'oracle': 0.12, 'classical': 'nan', 'supervised': 'nan', 'iter': 63, 'setup': 'dec-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0662, 'n_source': 1000, 'n_target': 80, 'labeled': False, 'lipton': 0.62, 'prop-target-estimate': 0.15724734042553193, 'oracle': 0.18, 'classical': 'nan', 'supervised': 'nan', 'iter': 98, 'setup': 'dec-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.066, 'n_source': 1000, 'n_target': 80, 'labeled': False, 'lipton': 0.6, 'prop-target-estimate': 0.07841501564129302, 'oracle': 0.14, 'classical': 'nan', 'supervised': 'nan', 'iter': 98, 'setup': 'dec-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0674, 'n_source': 1000, 'n_target': 80, 'labeled': False, 'lipton': 0.46, 'prop-target-estimate': 0.19362106406080345, 'oracle': 0.21, 'classical': 'nan', 'supervised': 'nan', 'iter': 98, 'setup': 'dec-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0613, 'n_source': 1000, 'n_target': 80, 'labeled': False, 'lipton': 0.63, 'prop-target-estimate': 0.15720524017467252, 'oracle': 0.21, 'classical': 'nan', 'supervised': 'nan', 'iter': 98, 'setup': 'dec-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0674, 'n_source': 1000, 'n_target': 80, 'labeled': False, 'lipton': 0.5, 'prop-target-estimate': 0.23015873015873017, 'oracle': 0.1, 'classical': 'nan', 'supervised': 'nan', 'iter': 98, 'setup': 'dec-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.066, 'n_source': 1000, 'n_target': 80, 'labeled': False, 'lipton': 0.46, 'prop-target-estimate': 0.24606256742179072, 'oracle': 0.17, 'classical': 'nan', 'supervised': 'nan', 'iter': 98, 'setup': 'dec-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0705, 'n_source': 1000, 'n_target': 80, 'labeled': False, 'lipton': 0.56, 'prop-target-estimate': 0.20466946484784884, 'oracle': 0.2, 'classical': 'nan', 'supervised': 'nan', 'iter': 98, 'setup': 'dec-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0675, 'n_source': 1000, 'n_target': 80, 'labeled': False, 'lipton': 0.51, 'prop-target-estimate': 0.28351351351351356, 'oracle': 0.14, 'classical': 'nan', 'supervised': 'nan', 'iter': 98, 'setup': 'dec-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0668, 'n_source': 1000, 'n_target': 80, 'labeled': False, 'lipton': 0.48, 'prop-target-estimate': 0.23322156652360518, 'oracle': 0.17, 'classical': 'nan', 'supervised': 'nan', 'iter': 98, 'setup': 'dec-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.067, 'n_source': 1000, 'n_target': 80, 'labeled': False, 'lipton': 0.33, 'prop-target-estimate': 0.31560501066098084, 'oracle': 0.15, 'classical': 'nan', 'supervised': 'nan', 'iter': 98, 'setup': 'dec-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0666, 'n_source': 320, 'n_target': 100, 'labeled': False, 'lipton': 0.66, 'prop-target-estimate': 0.13165048543689323, 'oracle': 0.3, 'classical': 'nan', 'supervised': 'nan', 'iter': 94, 'setup': 'dec-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.07, 'n_source': 160, 'n_target': 100, 'labeled': False, 'lipton': 0.5, 'prop-target-estimate': 0.2333812949640288, 'oracle': 0.16, 'classical': 'nan', 'supervised': 'nan', 'iter': 86, 'setup': 'dec-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0711, 'n_source': 1000, 'n_target': 40, 'labeled': False, 'lipton': 0.54, 'prop-target-estimate': 0.20460526315789473, 'oracle': 0.15, 'classical': 'nan', 'supervised': 'nan', 'iter': 40, 'setup': 'dec-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0664, 'n_source': 1000, 'n_target': 40, 'labeled': False, 'lipton': 0.39, 'prop-target-estimate': 0.22171492204899776, 'oracle': 0.2, 'classical': 'nan', 'supervised': 'nan', 'iter': 40, 'setup': 'dec-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0692, 'n_source': 1000, 'n_target': 40, 'labeled': False, 'lipton': 0.55, 'prop-target-estimate': 0.12315789473684212, 'oracle': 0.11, 'classical': 'nan', 'supervised': 'nan', 'iter': 40, 'setup': 'dec-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0711, 'n_source': 1000, 'n_target': 40, 'labeled': False, 'lipton': 0.53, 'prop-target-estimate': 0.22084233261339095, 'oracle': 0.2, 'classical': 'nan', 'supervised': 'nan', 'iter': 40, 'setup': 'dec-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0691, 'n_source': 1000, 'n_target': 40, 'labeled': False, 'lipton': 0.45, 'prop-target-estimate': 0.28877327491785326, 'oracle': 0.19, 'classical': 'nan', 'supervised': 'nan', 'iter': 40, 'setup': 'dec-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0649, 'n_source': 1000, 'n_target': 40, 'labeled': False, 'lipton': 0.53, 'prop-target-estimate': 0.3065068493150685, 'oracle': 0.18, 'classical': 'nan', 'supervised': 'nan', 'iter': 40, 'setup': 'dec-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0652, 'n_source': 1000, 'n_target': 40, 'labeled': False, 'lipton': 0.48, 'prop-target-estimate': 0.19263918629550322, 'oracle': 0.12, 'classical': 'nan', 'supervised': 'nan', 'iter': 40, 'setup': 'dec-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0697, 'n_source': 1000, 'n_target': 40, 'labeled': False, 'lipton': 0.58, 'prop-target-estimate': 0.13110749185667753, 'oracle': 0.21, 'classical': 'nan', 'supervised': 'nan', 'iter': 40, 'setup': 'dec-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0658, 'n_source': 1000, 'n_target': 40, 'labeled': False, 'lipton': 0.55, 'prop-target-estimate': 0.06923076923076923, 'oracle': 0.17, 'classical': 'nan', 'supervised': 'nan', 'iter': 40, 'setup': 'dec-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0667, 'n_source': 1000, 'n_target': 40, 'labeled': False, 'lipton': 0.58, 'prop-target-estimate': 0.2220744680851064, 'oracle': 0.22, 'classical': 'nan', 'supervised': 'nan', 'iter': 40, 'setup': 'dec-prop-source'}
